product_id,product_name,brand,category,discount,pricing,supplier_id,warehouse_id
7038021,candidate,around,impact,4.35,18576.90,8712253,8432505
6023162,claim,attention,energy,6.30,51200.50,8969507,9338636
1137721,soon,type,consider,3.04,53977.69,2248555,465826
6247626,across,line,road,0.79,35974.06,6989039,9991392
7145926,last,feel,cover,3.85,7073.21,2120370,3511248
5920524,black,up,trouble,1.61,78306.59,6271676,3511248
4058919,culture,establish,opportunity,6.91,46205.07,3136646,9991392
1919738,only,wall,simple,2.18,70070.01,1970236,33529
6143406,because,I,woman,2.68,89901.62,1339337,465826
262704,during,sometimes,travel,9.0,60411.98,4229867,8432505
3057792,stuff,station,performance,4.50,63149.63,3201025,9991392
1780737,paper,education,day,8.27,48078.95,3201025,901727
4561161,game,make,campaign,2.50,97690.26,9880907,8432505
5607770,attack,American,body,9.0,76403.76,6758873,9338636
9922744,fill,along,give,0.65,6839.53,6799869,33529
1392367,win,century,any,5.25,22596.05,6989039,8335606
7944941,brother,political,late,3.10,63108.80,7127487,9991392
5252416,close,majority,threat,6.12,72560.10,4071317,3511248
647129,seek,capital,skill,7.81,10858.96,5919331,465826
6035346,different,life,president,0.76,62664.91,6125198,3511248
2108949,city,into,address,2.56,29478.26,2344260,465826
5351864,population,method,figure,2.66,69874.51,8669842,465826
9073265,push,well,sign,8.57,19755.61,6758873,9338636
11660,treatment,cup,dinner,0.97,9128.72,2083164,33529
8155051,already,development,maybe,1.02,96304.38,9419454,33529
8791617,machine,church,realize,8.14,7706.56,8440600,9338636
4466478,phone,stock,future,2.63,30346.75,4292243,465826
2693135,ability,phone,ball,5.51,14673.01,2987982,9338636
5093299,for,expect,stage,8.52,73399.84,1255153,465826
2907931,blue,several,still,3.20,97999.99,7275987,8335606
7419142,third,word,that,4.51,64695.69,8440600,8335606
126222,measure,build,official,4.08,71019.00,9346829,1329758
4114280,second,receive,leave,1.26,86686.50,9636808,9338636
8890438,around,will,past,5.36,64051.53,9880907,8335606
3982869,decide,act,health,8.48,51281.52,1018603,465826
4320817,add,social,amount,8.16,53415.66,8868926,9912706
2505186,begin,page,official,7.86,72821.73,9880907,3511248
9906285,list,bill,from,9.0,62736.10,9907073,33529
6996791,child,generation,market,2.40,82718.58,8147453,9991392
6716795,foot,son,wide,9.0,60849.60,9047596,1329758
8065715,owner,her,out,3.38,47526.30,6841518,3511248
1646439,wrong,idea,reality,9.00,51182.09,195160,6617635
9623104,talk,next,pull,5.74,17655.07,6057628,465826
658645,whether,list,people,3.13,22201.28,1432624,1329758
3528234,trip,local,term,4.17,49340.04,8712253,901727
2359820,hope,between,some,3.33,53485.95,7240613,9912706
7120258,serve,everyone,computer,1.26,22858.88,2433540,9338636
4390879,end,according,billion,3.70,20694.84,2744065,9338636
6728868,ability,trip,war,2.73,10953.72,2987982,9338636
9350237,beyond,yet,central,6.58,33042.79,2599264,465826
694100,image,also,happen,4.78,29887.05,6710711,9991392
2116398,person,exist,sense,4.23,215.12,9878440,901727
6336329,know,development,send,7.88,46164.49,6202328,901727
3419618,free,institution,administration,0.69,92262.26,2248555,901727
8623740,throughout,participant,administration,0.15,81352.23,1497630,9991392
4732581,middle,school,ask,6.25,55439.89,7045735,9338636
9771842,feeling,early,our,2.75,68491.47,5467530,9338636
5480236,my,close,energy,9.0,27441.91,7045735,8432505
7695704,edge,between,language,1.90,5794.48,6057628,9991392
8819887,already,American,car,0.92,26758.68,7374472,9912706
5084096,perhaps,model,debate,1.25,61719.18,9866808,9912706
514164,ahead,season,develop,9.0,76281.17,106088,9338636
2439533,second,forward,election,7.33,83313.49,6379260,8335606
404692,marriage,process,chair,3.15,35337.07,9807483,8432505
197869,central,speech,view,7.13,76529.59,9534817,1329758
3452347,will,less,center,4.83,59602.40,1547392,9912706
3236296,occur,defense,ground,5.37,7468.76,4206531,9991392
3140657,take,attorney,news,8.84,17271.71,5095210,8432505
7104397,task,material,effort,0.59,75890.15,3448899,9912706
8953082,compare,owner,ago,9.0,87693.34,8244343,6617635
2927885,there,cup,yes,8.96,23775.73,3786235,901727
8150737,over,there,could,0.19,82367.45,4031863,9991392
5597297,course,create,consider,9.0,57909.55,4159113,33529
7603645,good,coach,necessary,8.78,4895.66,3650691,8432505
7525431,market,do,scientist,4.87,70762.28,286783,9991392
1401199,economy,piece,personal,2.33,27984.27,138572,8432505
7875423,building,beautiful,country,8.92,61996.69,6758873,1329758
821101,leg,gas,product,9.0,46881.11,3420828,9991392
8365138,put,it,discussion,2.41,36104.87,8349155,8335606
3801980,any,suddenly,approach,1.06,99270.44,8867291,9991392
8127760,painting,wrong,trip,4.77,96107.89,8349155,6617635
1063667,cold,peace,prepare,1.48,21017.56,2433540,465826
6996499,chance,moment,show,7.77,96172.17,5700064,465826
2913670,so,size,pick,4.60,78868.29,4206531,8335606
1536839,join,her,able,1.84,65220.18,6799869,1329758
5056652,include,wait,factor,9.0,73351.90,9366948,8432505
8191614,wall,project,budget,9.0,60303.64,2175568,9912706
2557735,country,language,rule,6.29,24669.51,8896296,9338636
3360711,left,discussion,white,6.21,17361.13,8713304,9991392
7822562,production,one,everybody,2.43,82341.23,3650691,3511248
405411,laugh,almost,feeling,2.55,35208.04,5467530,1329758
7614952,research,various,thank,3.51,60797.75,1297683,6617635
1108631,commercial,fall,western,0.86,16214.74,195160,9338636
6768424,page,education,popular,4.56,94707.11,1812989,9991392
6363361,professional,memory,least,2.67,53469.79,8954010,901727
4993183,rest,local,side,1.59,17536.69,2987982,9912706
3501854,today,trade,which,6.85,74188.57,9366948,8335606
376947,room,record,benefit,7.15,50480.88,4688151,9912706
6744797,wide,field,guy,2.45,8203.65,7518649,9912706
1375399,office,someone,brother,2.04,4957.73,9807483,1329758
5182812,responsibility,discussion,standard,9.0,65056.61,1119153,8335606
3697507,other,look,tax,6.15,76726.33,5095210,9912706
3944915,almost,structure,southern,2.28,59801.17,4206531,9338636
6647471,ahead,recent,catch,3.00,63857.34,9716720,9912706
6742960,feeling,theory,itself,7.25,14526.01,8481621,9991392
3609652,name,more,behind,4.68,27007.10,9419454,6617635
9672678,investment,drug,I,8.21,78984.92,9866808,9912706
9389233,deep,year,size,3.84,78992.96,6929136,465826
673143,agreement,thought,my,5.07,9832.43,3974589,9991392
1825881,structure,two,score,2.20,98438.34,1076929,6617635
588135,car,these,mean,1.95,99580.45,3363118,8335606
2587222,mouth,member,sure,8.92,63576.73,8244343,8335606
2217762,on,road,food,2.19,54923.10,4245558,9338636
2386727,risk,machine,example,9.0,85506.68,3253497,6617635
6267257,enter,including,enjoy,0.17,16230.14,4884775,901727
225043,idea,according,ok,5.22,25752.07,2859126,8335606
2590401,difficult,finish,free,1.21,53040.16,666503,3511248
8011891,body,anything,throughout,4.26,90468.72,3301853,9991392
423784,situation,six,employee,8.87,34784.01,8802085,8335606
2948112,reach,pretty,thing,1.86,26665.69,3610600,8335606
9744434,describe,out,work,7.27,96649.38,106088,9991392
3140149,most,even,free,5.20,60499.04,2577289,9991392
4143103,want,figure,song,3.87,94411.98,8969507,9338636
3035927,then,purpose,hand,1.28,33766.33,4457607,6617635
6307505,woman,leg,will,4.05,68819.00,7275987,3511248
6643151,leader,turn,mind,1.09,99490.30,3597923,1329758
8461159,product,either,deep,4.59,66461.32,3475557,8335606
2856184,carry,yeah,summer,3.71,8965.32,7240613,1329758
3316608,each,as,huge,6.44,7474.62,5994761,8335606
4317336,home,market,commercial,4.06,26002.48,4709965,9912706
9670099,early,ahead,receive,9.0,78203.16,7258277,8432505
289644,very,six,here,9.0,81036.41,3180546,33529
4242856,animal,me,space,5.03,22732.82,3253497,3511248
958243,memory,degree,ten,9.0,73374.35,7963673,8335606
64128,film,first,above,4.26,59070.09,1591248,9912706
9201495,pretty,night,experience,6.91,44953.32,2352414,9338636
9995474,city,common,parent,4.33,35102.57,3659393,9338636
6277505,deal,according,grow,7.34,785.67,3136646,465826
2257472,forward,account,establish,8.40,19018.67,106088,3511248
3776156,option,hear,sort,9.0,53496.65,2120370,901727
4526659,month,sport,time,9.0,79017.64,3597923,9338636
5615885,page,movement,kind,1.43,51210.13,3611308,465826
7850699,vote,within,according,5.95,72163.75,8713304,1329758
9395015,matter,player,edge,7.51,67055.79,1812989,6617635
9869172,including,local,wear,1.65,23413.52,2982422,9338636
18782,carry,movie,into,4.63,64470.31,4071317,3511248
6775201,trial,realize,doctor,1.69,54858.35,9202575,465826
3099863,meeting,leg,price,2.78,77626.64,9866808,1329758
9191884,various,least,agent,1.45,7240.68,8969507,901727
5897076,become,collection,hit,5.47,16041.81,1004716,465826
4563417,international,very,maintain,6.37,72439.18,3136646,901727
5133097,human,become,look,1.51,22689.38,6927611,1329758
2249227,glass,shake,use,4.80,17252.38,7187075,9338636
7334093,from,Mr,officer,0.34,55727.29,4232612,9338636
9078531,worry,table,think,9.0,38463.32,8712253,9991392
8372914,the,others,economic,8.81,76575.34,2982422,8335606
8252391,outside,card,also,8.61,14194.81,767864,9991392
7809645,service,support,image,3.05,57904.05,9068430,9912706
5121192,bit,economy,create,6.35,39160.15,6964629,901727
1092354,oil,perform,according,8.55,52561.97,1119153,33529
6072309,face,example,similar,2.23,63135.05,6859811,465826
7654926,seven,conference,skin,6.45,98404.32,1600986,33529
9517812,employee,bag,nice,6.54,13484.19,1970236,9338636
8276204,in,course,yourself,8.36,48262.67,1031883,9912706
9723204,news,foot,moment,1.36,57271.46,4229867,1329758
2484881,authority,professional,himself,8.11,36527.42,1119153,8432505
7596267,blood,matter,save,8.42,6388.05,1297683,8335606
3527953,city,each,top,8.26,76237.20,8440600,465826
5863378,foreign,seem,station,8.59,66496.52,5383769,465826
6424567,weight,lot,eat,4.57,68859.82,3659393,9338636
3979124,film,peace,ten,4.59,58582.42,4159113,9912706
7460036,anyone,point,style,4.41,4636.39,7045735,33529
6265414,possible,natural,beat,6.54,27898.07,7817777,8432505
2820407,case,never,form,8.72,53609.32,2800658,9912706
5529780,specific,expert,training,0.92,44821.66,3597923,1329758
1306248,do,sign,east,4.24,60197.21,9419454,6617635
5996258,pretty,get,she,2.46,41001.44,7905930,901727
9906610,probably,response,find,1.98,51822.17,3508495,8432505
3486283,worker,receive,sense,9.0,89304.50,1018603,6617635
9903707,mind,they,wife,9.0,11853.59,8478665,9338636
8957162,during,body,light,3.38,2058.77,9636808,9912706
5197101,color,weight,far,1.08,32433.08,2344260,3511248
6507045,bit,amount,write,1.34,72357.82,5672839,901727
1594242,culture,goal,save,7.71,89031.45,1185992,465826
4451641,back,see,billion,6.22,9698.17,1600986,3511248
5012518,office,give,change,2.26,30598.18,6859811,9338636
7950721,audience,food,box,0.74,30435.18,217437,1329758
3825950,determine,meeting,wind,1.87,71045.79,9866808,8432505
2881069,two,part,responsibility,0.11,40904.95,6966470,901727
3365135,kitchen,reach,event,5.22,60028.70,5095210,6617635
7284180,claim,song,organization,2.88,33654.25,1432624,6617635
7246765,ready,position,entire,4.68,27892.59,286783,3511248
8700989,opportunity,yeah,design,7.98,40298.32,4884775,901727
1014543,government,kitchen,either,4.17,23571.75,4299978,8432505
2200210,thus,center,walk,9.0,36176.97,3363118,901727
1440788,I,eye,step,3.46,98079.83,4299978,8432505
132193,think,treatment,response,5.54,56918.44,3253497,9912706
5773784,remain,production,know,8.73,67123.59,3597923,8432505
9250122,leave,economic,head,8.02,43696.13,7436951,465826
1794168,some,firm,against,4.77,35301.41,9807483,8432505
6140744,safe,activity,enjoy,0.36,60439.57,3650691,9912706
791172,think,since,pull,7.26,18702.61,3508495,9338636
7215642,here,get,maybe,3.79,46683.58,6379260,9912706
7136094,someone,everybody,become,6.97,62672.60,4920069,1329758
9783742,call,choose,effort,9.0,35310.01,1114381,33529
6815701,increase,hour,staff,3.24,75144.73,8802085,3511248
5268559,visit,myself,benefit,3.01,68272.73,3180546,901727
6336277,recent,source,involve,3.82,43433.55,7265535,1329758
7185746,just,machine,production,7.31,65914.99,6710711,9991392
2976545,simply,certain,including,8.12,63816.03,2146872,8432505
7503516,let,beat,arrive,8.07,19961.26,6125198,33529
9574084,run,not,stay,1.95,3124.95,2800658,8432505
5476326,because,cause,weight,2.44,60610.48,5095210,33529
5803181,street,happy,last,6.78,47240.88,6692041,9338636
9256084,difficult,economy,bit,6.38,65799.37,3659393,9338636
7122599,take,figure,focus,6.13,44636.66,6032165,465826
2870109,few,smile,some,0.91,57063.26,286783,9991392
6686905,become,strong,perform,0.59,24786.67,1255153,6617635
2520716,meet,you,front,1.79,51683.00,8349155,6617635
8510887,owner,new,similar,4.36,16408.08,9807483,901727
7290953,well,change,its,3.50,48087.68,9047596,901727
9938735,ball,future,number,4.03,64855.75,2146872,8335606
6492567,measure,level,try,7.57,14490.34,4395915,901727
3963856,hospital,bill,carry,5.93,38846.22,9886250,9912706
2370583,goal,about,reveal,7.00,74600.28,4688151,1329758
6332321,politics,manager,wear,6.74,67961.33,936866,1329758
3203068,night,such,generation,9.0,33350.22,3653980,8335606
6593315,number,capital,certain,7.94,20355.44,9878440,33529
5236461,realize,dog,win,4.80,55506.20,138572,8335606
4311852,bar,meet,value,8.34,7512.44,5761724,3511248
7399448,language,challenge,four,3.58,54039.36,8147453,9991392
2650271,decision,tax,mother,2.48,7093.89,3891304,6617635
2200940,source,like,ground,6.26,63639.70,4232612,3511248
8664232,shake,attention,pull,5.36,89553.14,5257543,8432505
1092504,game,two,that,3.56,28500.69,3136646,465826
4677469,teacher,world,group,3.65,35308.00,7374472,6617635
120408,sell,later,form,7.30,19836.81,195160,9991392
4086655,relate,conference,pick,6.92,73331.55,666503,33529
9281374,lose,doctor,teacher,5.17,37440.07,2926642,33529
8123435,first,pressure,after,5.35,19327.76,7242128,1329758
6160371,some,where,they,3.32,62985.15,5383769,465826
7627397,movement,that,list,0.28,35271.49,1114381,1329758
6330747,able,dream,soon,8.51,98395.78,2344260,9912706
3725295,crime,responsibility,mother,7.71,6599.73,3140649,9912706
4550464,sing,foot,politics,4.91,6548.18,2982422,465826
6537418,use,myself,accept,9.0,10653.58,4292243,1329758
5842790,gas,commercial,seven,4.12,45094.52,8308880,465826
4578282,outside,involve,road,2.03,50234.84,8867291,9338636
3300716,until,get,girl,0.49,29800.85,2140979,9991392
7562856,involve,defense,single,7.62,28430.63,4245558,9912706
5887405,word,fast,big,3.03,88625.44,9534817,6617635
7804195,trip,treat,color,2.23,43345.79,8896296,901727
3922142,ask,lawyer,pretty,1.96,93802.93,8712253,8432505
2934414,commercial,now,strong,2.97,60814.02,3420828,33529
5618564,wear,edge,nor,8.14,56874.58,6101202,9338636
2346474,true,animal,control,5.80,9062.91,5257543,9912706
5946557,on,region,young,5.91,28416.46,3659393,9338636
5635529,every,second,particularly,1.47,3026.05,6964629,465826
4004255,however,look,purpose,6.04,19082.25,7385692,8432505
1196653,Democrat,speak,here,9.0,47660.46,4688151,465826
5820509,occur,understand,various,6.60,94495.57,7374472,9338636
4952978,option,wide,church,0.57,16743.07,1910982,465826
2867724,statement,something,theory,8.01,9577.48,7127487,33529
4910869,already,one,table,8.38,22816.84,3448899,901727
1107061,senior,rich,political,3.88,36793.72,1432624,3511248
3813390,night,explain,church,8.16,39660.16,9878440,6617635
6393257,spring,possible,adult,4.23,17656.23,8478665,1329758
984678,wait,bill,large,6.47,36172.05,5200610,9912706
6159996,community,with,save,2.34,44545.87,4349574,9991392
1852004,group,later,out,2.57,72560.96,4780433,9338636
5025467,happy,project,hear,3.68,98961.64,9670329,1329758
1022674,still,off,full,5.88,5491.97,8746475,3511248
8060147,child,reality,possible,3.22,59683.68,9346829,9912706
1253390,white,treat,consumer,3.83,72311.16,4731934,1329758
9606816,treat,find,close,1.45,874.86,7187075,3511248
5924739,but,give,compare,0.76,49331.32,1119153,9338636
8082460,thousand,system,guy,3.52,9415.99,767864,9912706
9909275,fund,hour,man,1.85,59205.45,5672839,8335606
472974,compare,analysis,many,1.77,44143.26,6758873,8432505
106485,consider,admit,in,8.13,18499.23,936866,901727
5453265,upon,these,investment,5.16,7606.05,1297683,901727
9422310,difference,bag,somebody,9.0,44838.64,4232612,33529
8002896,occur,friend,share,2.71,3523.33,7436951,8335606
6339356,beautiful,stage,this,1.99,57809.90,8440600,9338636
1455899,system,less,pay,3.02,72780.70,8934919,6617635
2079809,company,bad,want,5.60,68266.22,6051952,9912706
7015655,necessary,head,next,5.97,36705.59,1970236,3511248
2289595,product,strong,save,9.0,85664.52,8802085,1329758
7169639,career,laugh,home,8.98,51136.34,9807483,9991392
4270472,already,record,another,4.10,43539.24,1591248,8432505
2202856,score,two,consider,9.0,97647.71,767864,8335606
9123361,much,them,charge,4.18,26190.18,4232612,9912706
3571211,why,pass,data,2.64,19950.23,6271676,33529
4798883,resource,bit,accept,8.28,22584.92,9807483,901727
5206679,interesting,accept,billion,0.33,29618.32,7265148,3511248
6116209,summer,somebody,conference,0.02,36123.56,6929136,465826
5910813,cut,tend,gun,4.11,22798.11,6271676,465826
6469395,hit,card,attack,2.28,35005.34,691947,465826
1379216,total,language,half,7.83,29870.89,3610600,6617635
9105154,start,pass,great,9.0,50858.70,4206531,33529
3498972,Republican,challenge,partner,5.90,83189.26,3773861,901727
3736157,me,sea,case,8.59,80647.71,6786781,1329758
2846897,word,painting,hour,4.75,81895.70,9346829,9991392
7938622,hard,should,this,6.90,95257.10,8481621,9991392
9988959,medical,manager,situation,9.0,64717.75,3153791,465826
9978961,power,hair,difficult,4.30,45493.87,1339337,9338636
2649490,three,particular,watch,3.97,63514.47,6032165,901727
1849942,authority,effort,who,5.10,27067.36,6271676,9338636
9266952,hard,art,detail,9.0,78925.55,936866,3511248
5848700,generation,politics,reality,5.95,75810.35,9299764,9338636
6625045,election,need,her,7.02,59860.55,9299764,8335606
2864546,bank,dream,rise,4.02,6868.49,7905930,1329758
14376,bed,to,forward,9.0,62289.89,2982422,3511248
9116030,not,child,throw,3.57,83882.86,2083164,901727
509108,company,factor,voice,8.55,56447.90,936866,9991392
675849,hour,law,debate,4.69,24826.87,6199592,3511248
5500215,west,direction,help,0.78,11414.74,2508328,9912706
9849109,shoulder,focus,film,5.50,49442.98,7045735,3511248
8593215,ball,fill,another,9.0,89360.04,4804320,6617635
3407951,because,if,matter,4.68,98505.66,666503,9338636
8295433,machine,affect,teacher,2.62,63920.16,1185992,465826
6533363,dream,live,wonder,6.44,79432.93,6379260,9338636
9166958,nothing,card,interesting,5.54,77566.99,1119153,8432505
8867015,officer,crime,wrong,8.87,52214.94,1547392,9912706
3399338,black,newspaper,show,4.36,63630.26,217437,1329758
4351874,data,quickly,industry,4.98,52276.72,1970236,33529
8861934,something,half,senior,5.52,81707.88,2140979,9338636
8582998,young,rise,probably,6.94,93155.05,6692041,9338636
945479,sound,suffer,building,5.39,32982.19,1432624,33529
5205025,identify,true,eye,9.0,33976.68,3136646,9991392
2392199,article,ever,that,4.98,37195.18,4920069,1329758
4631022,people,either,easy,5.57,16495.96,4071317,1329758
8909219,trip,successful,none,1.18,13341.56,7161787,8335606
3252117,degree,she,science,8.72,17007.81,9670329,33529
7240032,keep,free,field,8.25,60181.07,7556731,3511248
628198,several,buy,source,8.36,34668.13,6271676,1329758
8075181,where,talk,reduce,0.61,27107.43,3911047,9991392
2145495,mean,note,put,8.85,89746.62,3611308,1329758
6437373,very,develop,around,3.28,29234.62,6335822,6617635
2527523,them,model,ask,2.75,92401.22,5312163,9338636
1715228,rich,best,cultural,6.28,84335.79,3653980,6617635
5686766,truth,capital,avoid,6.78,5786.82,7275987,8432505
9966907,shoulder,treat,power,8.68,33408.68,3475557,8432505
9694175,production,investment,environmental,6.56,22783.55,305332,901727
9891434,want,imagine,according,8.80,62267.58,6765565,465826
798860,able,less,build,6.58,70128.94,2815596,33529
5886109,thing,improve,support,0.32,72786.93,9636808,8335606
8162636,natural,thank,even,3.11,49163.40,9907073,9991392
7257747,news,minute,as,1.06,39922.45,6199592,1329758
5611229,necessary,time,your,1.93,71856.72,9047596,33529
1189555,read,agent,present,4.92,98531.28,6765565,9912706
8821227,where,mouth,section,1.66,3831.84,2344260,6617635
5004075,civil,rule,hold,1.05,43850.72,6379260,3511248
1038738,best,offer,full,1.64,53644.53,3741654,901727
3650885,plan,true,your,0.93,25337.03,8712253,33529
3214519,information,camera,final,7.92,67030.72,7265148,465826
2878551,meeting,author,conference,0.16,43340.73,7265148,3511248
6676138,thus,actually,stage,7.47,91359.99,4299978,3511248
231764,describe,all,growth,6.67,24774.70,3508495,33529
8304225,against,country,list,1.62,19720.29,666503,6617635
3853651,feeling,level,miss,9.0,86605.96,3508495,465826
7416382,agency,have,operation,2.30,44587.30,6944540,1329758
599150,computer,long,see,2.02,94263.11,5947658,465826
9009269,including,family,music,0.34,44176.05,2982422,901727
2618090,role,lose,national,5.85,89207.79,5171460,8335606
8213942,new,west,improve,5.01,87962.55,9878440,9991392
3718845,final,property,high,3.68,62769.93,6944540,9991392
716525,such,important,particularly,0.27,27504.20,9250616,9991392
4827291,practice,treat,ever,9.0,26450.33,8934919,9991392
3069775,although,some,item,4.81,50554.26,1034222,33529
8628082,expect,eight,full,8.00,1096.05,9203617,901727
6221551,company,although,memory,6.47,3919.58,2344260,9912706
2918594,occur,change,without,9.0,32139.51,4688151,3511248
3675917,maybe,career,near,5.93,22052.97,5994761,901727
3937805,though,news,human,7.95,52446.51,9306290,9991392
3000808,theory,water,fact,2.05,31332.75,6841518,9991392
6944020,three,cost,image,9.0,29847.06,7045735,8335606
8956898,action,then,west,7.54,99653.17,6930780,33529
8073783,indicate,out,wall,0.09,15998.87,8440600,33529
3177830,partner,agree,interview,4.38,96850.84,1700020,901727
7312509,partner,even,six,7.99,40389.18,1970236,9912706
817746,girl,recently,effort,0.71,18675.61,6929136,9912706
8864261,everything,message,occur,4.41,61082.02,8440600,465826
7297463,southern,at,such,6.07,12604.58,4884775,8432505
8241016,practice,few,ahead,5.60,50571.52,8478665,9338636
4906048,remember,event,central,3.67,17954.74,3140649,33529
1229517,fall,college,structure,6.51,94604.53,6051952,3511248
6400781,to,wrong,up,6.12,92534.32,4457607,8335606
9747711,realize,describe,democratic,4.31,91206.04,1700020,8335606
2373817,star,process,nature,7.66,69283.95,2599264,8335606
2234772,black,free,serious,8.64,73423.62,8975497,33529
8927861,stock,identify,game,4.77,46375.88,106088,8335606
5272765,fire,safe,many,0.81,43964.56,2140979,8335606
8219102,despite,myself,cold,9.0,29727.61,6024470,6617635
6760682,must,positive,night,4.31,68412.63,7242128,9991392
4679243,hand,hear,cover,3.56,82849.57,3974589,3511248
3712231,gun,return,peace,5.94,81078.46,8481621,901727
2197411,task,lead,serious,0.83,89724.28,9880907,9912706
5688233,above,data,simply,2.97,5517.41,2987982,465826
4561957,law,firm,company,6.17,24096.17,7518649,1329758
7831420,life,sit,operation,5.32,83661.99,1114381,901727
1986599,across,information,light,7.57,41178.26,4292243,6617635
9210512,thus,deal,fish,5.89,39281.97,6930780,465826
2931125,such,step,material,4.43,39095.69,6289733,9991392
4301518,reality,lay,tough,5.41,73919.21,5467530,901727
3287983,water,determine,actually,4.16,59734.71,1700020,9912706
9105283,significant,recently,write,3.89,54835.48,2982422,8335606
4692420,two,notice,rich,8.11,45764.05,525441,465826
3550485,sit,network,how,5.77,43816.11,2982422,9912706
9348897,road,claim,item,3.54,6719.39,9866808,8432505
6210603,security,affect,against,6.27,85973.15,1432624,465826
4419962,skill,firm,help,8.67,27467.86,7817777,3511248
9914944,five,bit,force,8.31,32704.17,7242128,8432505
2381090,owner,man,I,5.96,53125.29,2859126,8335606
3537662,affect,environment,full,7.32,61188.75,3650691,9991392
156040,million,impact,specific,9.0,65526.13,1950228,9991392
771291,television,would,here,5.63,825.67,1360212,8432505
5441020,since,dream,along,3.44,63131.33,8481621,6617635
8324425,his,just,watch,9.0,67615.34,9670329,8335606
8412174,by,full,ability,5.65,1149.88,3610600,1329758
5109856,matter,which,sound,0.53,17494.44,5383769,6617635
4720462,middle,company,something,8.41,78382.67,9299764,9991392
9684005,outside,argue,think,1.35,6919.74,9670329,465826
6800032,include,well,whose,8.38,20486.53,9068430,901727
9875596,paper,necessary,cause,6.76,81258.24,1360212,465826
8513841,material,force,activity,9.0,72502.99,4884775,6617635
5763452,admit,star,order,7.31,19148.16,3180546,8432505
3995361,begin,figure,care,0.74,39234.91,9534817,901727
3728525,program,mission,real,4.96,97243.39,195160,9338636
1222305,commercial,begin,rather,1.93,94219.16,6964629,9991392
4464067,together,operation,down,5.18,72331.34,7265148,6617635
8316000,evidence,time,can,1.76,58755.91,8478665,8432505
9901239,which,response,suddenly,5.85,22953.29,1910982,8335606
8361461,capital,often,wish,6.07,80232.86,4804320,8335606
8008589,run,address,water,9.0,37068.37,286783,1329758
4173196,field,field,whole,7.65,60196.83,7905930,465826
6354288,president,phone,forward,6.15,78217.61,5755140,1329758
844035,require,relationship,recently,7.57,29585.12,6051952,9338636
4927810,part,leg,describe,6.95,75522.22,3480959,3511248
8759811,actually,special,hot,8.43,65777.16,9366948,8432505
173185,skill,center,moment,2.76,7396.69,2566920,901727
8664887,lay,market,by,6.37,52824.13,3253497,9912706
9490146,read,people,best,5.30,72870.36,666503,3511248
2598461,threat,debate,trouble,7.81,51539.29,6927611,3511248
2979403,value,western,bring,3.51,5156.22,7518649,8335606
588773,but,police,parent,5.71,21971.23,1812989,33529
3192460,character,special,could,3.72,48299.83,2859126,465826
9567779,clear,race,north,0.55,42325.54,525441,9991392
6772511,nearly,central,adult,2.05,74934.98,9068430,465826
1735630,life,wrong,apply,4.12,86390.41,9942032,465826
7060992,attack,even,film,5.96,69114.84,8713304,3511248
8116815,owner,commercial,in,8.82,53431.22,5200610,6617635
3477670,fact,best,important,7.65,42307.45,8349155,6617635
6700330,mouth,house,style,0.22,76208.48,3773861,6617635
3832334,hard,development,production,2.97,66600.38,8330706,465826
9584990,so,poor,project,5.01,72422.26,9047596,9912706
1154492,local,quality,hit,8.93,44097.72,1076929,9991392
8334642,institution,prevent,find,3.75,14609.75,756006,8432505
8482261,benefit,rather,this,9.0,49636.64,8802085,1329758
1485106,rather,discussion,ago,0.78,18920.09,4457607,901727
4297918,great,than,center,4.92,91699.87,5257543,3511248
9997451,reveal,doctor,stuff,8.72,45051.84,5103253,9912706
8973206,reason,exactly,dog,9.0,156.61,305332,33529
7240564,federal,sport,hope,1.55,26457.39,3611308,33529
1714183,resource,research,visit,8.13,18604.37,9907073,8335606
7026975,safe,news,director,9.0,51734.93,4920069,8432505
4468581,read,crime,note,5.15,25914.03,9421765,9991392
7992097,another,really,seem,9.0,78214.99,3201025,901727
5528751,should,agency,main,0.98,68919.47,2800658,8335606
4807843,everyone,particular,including,5.72,84659.57,1950228,901727
7725105,likely,as,middle,1.88,73503.58,1497630,8335606
3255041,important,say,political,9.0,95740.92,2175568,6617635
513726,hard,allow,visit,9.0,31668.07,4395915,8432505
4104995,democratic,level,class,6.85,20561.56,3741654,33529
2877311,most,bank,whom,4.34,2455.67,6966470,9338636
1200929,through,society,particular,1.48,12288.71,2815596,8335606
66852,worry,apply,career,1.50,32587.83,2140979,8432505
2771484,girl,safe,finish,7.05,99697.30,6379260,3511248
6628136,soon,medical,join,0.43,42181.45,4395915,465826
9062209,listen,mind,smile,8.32,80673.43,2059481,9338636
7669262,space,east,among,9.0,68586.04,1029590,6617635
11363,consider,cold,rather,5.36,40177.28,106088,9338636
9929568,girl,step,shoulder,1.73,8193.68,9421765,8335606
6313734,us,situation,always,4.73,82446.20,3650691,8432505
3386876,full,bit,break,5.41,32773.76,2815596,901727
977367,son,sell,whom,6.49,46692.04,5970297,8335606
7819635,interest,art,probably,4.95,37182.64,5755140,9338636
4249578,safe,news,education,4.33,95597.97,4920069,33529
2195282,state,box,assume,6.26,12978.70,5725710,33529
9349026,spend,employee,model,0.88,94458.97,6024470,9991392
